ProviderID,ProviderName,NetworkReliability,CallDropRate,BroadbandSpeed,CustomerSatisfaction
83,Etisalat,0.38285549477922853,0.5684711288976304,52,1
35,Glo,0.45953863385878446,0.007621598902583404,92,2
68,Etisalat,0.7653012077077271,0.019773477556975116,1,4
50,Glo,0.7096368461867782,0.25466075486832496,60,4
6,Etisalat,0.326837918384949,0.6961028128970089,88,4
50,Glo,0.1001121497301164,0.38909215712901213,95,3
62,MTN,0.6679544245971561,0.8301010656931112,56,5
4,Etisalat,0.9596264949721476,0.31535641736813047,67,5
63,Etisalat,0.9507080602288444,0.33316857176688885,91,3
81,Glo,0.8341571253841393,0.5559475267475427,97,3
69,Etisalat,0.8732130849298382,0.7899082726770067,50,1
35,Etisalat,0.526225063539549,0.8148678177224626,45,3
9,Airtel,0.4591538762304399,0.3658743482150576,38,2
44,Glo,0.1977991427219249,0.9990934782000247,32,2
95,Airtel,0.702640318607397,0.858830731430442,40,1
23,Etisalat,0.9165658827539053,0.4325185658676076,100,5
3,MTN,0.4929895351376542,0.09087147912718874,45,4
5,Etisalat,0.6691311306125124,0.8273671939029763,64,3
85,MTN,0.5190372137156024,0.7798805532223779,96,3
79,Airtel,0.8028502150773866,0.02798371506902353,38,4
80,Etisalat,0.46976986901266604,0.8911491955118852,89,3
72,Airtel,0.5332029076020435,0.9639889389372388,3,1
9,MTN,0.7414030594355178,0.20817300836712715,56,3
90,Airtel,0.07805741669949928,0.9950600959159902,34,4
82,MTN,0.7950035230914735,0.6594396089915108,48,1
96,Glo,0.014964436989268637,0.13573317660454975,95,3
76,Glo,0.49047604926147037,0.7571199874486675,76,5
38,Glo,0.22387836037075604,0.8718501358531473,51,3
78,Glo,0.11178773782571194,0.24063541872335248,78,4
94,Etisalat,0.2301144198817584,0.5670285700296176,56,3
8,Airtel,0.4392802296446654,0.49640673713897177,48,4
6,Etisalat,0.6736469984157787,0.3059098030392483,33,5
1,MTN,0.8114397780249812,0.22241187905368387,96,5
87,MTN,0.9051639237946157,0.9209041343135497,4,2
18,MTN,0.23403030601697483,0.30926518215061805,36,3
64,Airtel,0.9128102816090959,0.8587261260876211,85,5
10,MTN,0.6209998454816025,0.9692031578768001,60,2
54,Airtel,0.037738512370277366,0.5738914901578426,44,4
68,Airtel,0.5054349183591327,0.058108065004010445,42,4
11,Glo,0.260577613248954,0.5189934360454843,64,2
40,Etisalat,0.24486605909366377,0.4864103872428095,82,4
45,Airtel,0.3455887410213362,0.9845518155861935,99,5
39,MTN,0.582381611397949,0.5929641282062551,38,4
91,MTN,0.9471674311248588,0.6845478578701167,89,2
42,Etisalat,0.7748206724975595,0.3328974120589616,100,2
27,Glo,0.9327233121580788,0.6838852358733052,98,2
9,Airtel,0.7473973482667957,0.20289803356371106,71,2
94,Airtel,0.34381694419877806,0.24487899223766163,87,2
86,Airtel,0.2863374210480327,0.8610027375959098,28,1
52,Etisalat,0.1927413065539112,0.7364194920726511,43,3
86,Airtel,0.6181122987526322,0.03487095252346184,51,3
14,Airtel,0.9876856156091692,0.004733694715594816,7,3
62,Airtel,0.2953587628142612,0.5552022425152933,6,3
73,Glo,0.00720002290436117,0.6183623686637886,36,3
54,MTN,0.6885548419989642,0.6741947800939817,87,2
49,Etisalat,0.18147103781175866,0.9370004268135191,52,3
11,Airtel,0.5560957467533618,0.45083668800779375,13,4
62,Airtel,0.5195708581722146,0.09974870053553231,85,3
68,Etisalat,0.3221182947520248,0.5325741696638052,7,2
82,Airtel,0.658356119907393,0.2286926692647835,27,2
25,Airtel,0.34339786910411907,0.11781076983526151,59,5
33,Airtel,0.45335454038970635,0.02205426733621707,91,5
52,MTN,0.10949436755345299,0.4890789965886142,34,5
16,Etisalat,0.34136021777209635,0.06690023512489984,4,2
32,Etisalat,0.24295265559930224,0.982451783455389,75,1
68,Airtel,0.2863933085788274,0.3916840533696241,24,5
84,Airtel,0.7510393375790559,0.7323108104761148,45,3
34,Etisalat,0.8786553273850743,0.507713633152599,4,2
38,Glo,0.5272285059577282,0.780156295610577,61,5
86,Airtel,0.9077775911340746,0.6451635267984314,11,3
60,Glo,0.32558405387948786,0.39033121037432084,4,2
98,Glo,0.2751817627177302,0.5471558520452929,46,2
56,MTN,0.5125900091479293,0.953846354529485,72,3
22,Airtel,0.590428621287065,0.14291532649809824,45,1
58,Glo,0.993286457703606,0.19694404553572875,79,3
53,Airtel,0.583616042764458,0.5184864096095533,25,3
95,Glo,0.6677971934547796,0.6851767423970724,8,5
98,Airtel,0.7902537974014422,0.5515922229255835,37,1
32,MTN,0.49920164129794764,0.8311670902300812,71,3
78,Glo,0.9621699160651378,0.4217741137081946,57,5
85,Etisalat,0.6783650812965055,0.312772162140031,75,4
63,Airtel,0.5423601551898731,0.5217872731064039,61,1
66,MTN,0.30726849253874755,0.15177144541134702,43,2
65,Glo,0.8385677440238604,0.9650470166916251,12,3
52,Airtel,0.7285183069792763,0.024149349749508553,40,2
76,MTN,0.002166223108099219,0.3846883407691605,7,5
2,Airtel,0.44422028194441165,0.5957445390050087,18,5
40,Etisalat,0.027614419050905448,0.8591601933132357,67,5
92,Airtel,0.13984556001015858,0.4139107315429488,11,1
22,Etisalat,0.48651086861851256,0.39184547916123114,95,3
9,Etisalat,0.452591202219789,0.8795752330305137,52,4
47,Glo,0.44050931688093176,0.8161220067947857,24,5
43,Airtel,0.4141551341173465,0.6792181235549004,2,2
97,Glo,0.7314219349876312,0.903831370237449,54,3
8,Glo,0.1673248291916568,0.06018215110164549,44,5
15,Glo,0.4740460573576404,0.5254707297298016,5,2
46,Glo,0.572024689078186,0.4090804821637307,24,1
47,Glo,0.9181647199321848,0.16116368126335023,49,1
68,Etisalat,0.977620533796763,0.04229374968838229,17,1
11,MTN,0.5317218989885365,0.3312381500539969,43,3
55,Etisalat,0.3096071629138083,0.5882722620372874,62,5
62,Glo,0.8279948664608381,0.4674499389343415,82,3
22,Airtel,0.08150123309693136,0.47785554229021887,82,3
73,Airtel,0.7614509648939297,0.9876001747953187,26,5
6,Glo,0.18370899997512857,0.22420345674495334,45,3
64,MTN,0.9195365011024355,0.22107488208073456,74,2
68,Airtel,0.3329945296399913,0.18486118074661417,40,1
28,Etisalat,0.3777079592595436,0.6492371571145502,24,4
24,Etisalat,0.3540546789025649,0.432944214740812,4,1
98,Airtel,0.4848642165190795,0.8951403002491778,48,2
62,Etisalat,0.9958854756568261,0.3362073557407925,82,2
100,Glo,0.6058026132977821,0.2147350239779875,91,2
34,Airtel,0.9205801191299193,0.5285534478375852,49,2
27,MTN,0.05612542673447618,0.06438070672387475,64,1
77,Glo,0.9094986769794658,0.6702083374144492,31,2
77,MTN,0.7036043157918067,0.9424667883284269,65,3
46,Glo,0.1319118856357978,0.6623921373526644,14,2
23,Glo,0.8953200020544964,0.0038189455934146688,60,2
19,Airtel,0.4407738714344146,0.6243738979945422,95,1
23,Etisalat,0.5444847586752123,0.7424699477327619,35,2
73,MTN,0.3119431952035977,0.1713655049548265,14,3
68,Airtel,0.08449293564313753,0.4295511564724599,47,1
33,Glo,0.29528083565873,0.15077360302712228,21,1
22,Airtel,0.969759609369678,0.872074444694572,38,1
39,Etisalat,0.14185688109603356,0.1707099485581337,61,5
45,Glo,0.5257578969545542,0.6099802703239343,75,4
10,Glo,0.08776259356324423,0.45107297406383073,99,3
42,Airtel,0.8811161089309844,0.880019185682675,5,3
50,Etisalat,0.7137115552809307,0.7582461865993989,59,1
55,Glo,0.7713210049883968,0.7906673500944047,16,4
35,Airtel,0.3715540842614051,0.3490299199518221,24,3
18,MTN,0.31732836980501344,0.8565584528545611,82,4
100,Glo,0.42350400809814226,0.5967537910247602,15,1
92,Airtel,0.6962215241803076,0.2233719534542119,77,5
92,MTN,0.9440635649066922,0.8501007195305267,41,2
81,MTN,0.9567126819079156,0.2107755976549731,33,1
9,Etisalat,0.0764868915512793,0.02545297687079251,33,1
13,Airtel,0.40434578748758054,0.6093714427210067,56,5
18,Etisalat,0.5215427555665789,0.048037798453608116,32,5
32,MTN,0.23670393524848887,0.4661059207671787,97,1
6,MTN,0.40463279074587055,0.7290823831103593,3,4
44,Glo,0.08347342157036597,0.69400168928813,61,3
52,Glo,0.8142803651624947,0.9764329601646025,80,2
14,Glo,0.6147833011506668,0.4498749194985525,13,1
80,Glo,0.9120533901188257,0.4684219298699812,44,2
40,MTN,0.5129025838529706,0.5087646999548021,76,1
98,MTN,0.6890427683924286,0.3576930256599191,88,3
21,Airtel,0.17158459806807913,0.13969323693339508,58,4
36,MTN,0.43353703930653786,0.5215415118987529,52,1
36,Airtel,0.6955303868117843,0.1044423575750042,19,1
37,MTN,0.5937493217040948,0.279584470965231,18,1
31,Etisalat,0.31474057405894007,0.659853403405628,25,1
14,Glo,0.8107013711006616,0.09078842186259273,82,2
31,Glo,0.21955398015044247,0.5625000850742466,44,4
87,Etisalat,0.41849372403239804,0.04984228789840739,40,3
61,Glo,0.5888157176154137,0.9422839728138535,78,5
85,MTN,0.9366304605739045,0.02030242838351748,25,4
3,Etisalat,0.2588231302245835,0.7641638475709193,66,3
22,MTN,0.9916499664131136,0.1083386771537217,97,5
57,Airtel,0.37302111824255757,0.7573067387955,93,2
63,Glo,0.5742182499664151,0.844439607264615,38,4
13,Etisalat,0.9508670833845876,0.5681298484987622,29,4
90,MTN,0.08319379772104807,0.7865622041298529,83,2
89,Glo,0.7545035765735,0.44333795757462147,68,4
85,MTN,0.7648059880318775,0.18683623188335263,41,1
32,Etisalat,0.3658858852060912,0.8027312011688723,13,1
81,Airtel,0.16205498295644694,0.5140440718939061,69,4
1,Airtel,0.15984626458615303,0.9881670828680373,29,1
6,Etisalat,0.6665312586444694,0.21343948020972836,60,3
100,Airtel,0.7654370660651362,0.3585192062850314,9,1
19,Glo,0.5643592108075317,0.41369738965940317,68,5
16,Glo,0.4528385349303933,0.603135053029968,13,5
98,Airtel,0.792199595531989,0.4007854186455424,97,5
79,Glo,0.5524776825976768,0.6379453843994732,87,3
76,Etisalat,0.7991802606965984,0.8916714101330865,43,3
42,Etisalat,0.5616814838746133,0.2999997110026916,90,2
63,Glo,0.797567897942188,0.43495761450381953,91,3
27,Glo,0.08383823064945262,0.9440659405378161,61,4
42,Etisalat,0.9954456049551044,0.10879258026252037,75,2
71,Etisalat,0.25223650127089126,0.6912821659095453,88,2
64,Airtel,0.509850082179398,0.8716544626139474,61,5
66,Glo,0.3266515208918269,0.1792643392262343,41,5
17,Glo,0.7504136980603184,0.6539568247033297,44,5
10,Airtel,0.15987650601545766,0.6060386074857735,46,3
13,MTN,0.32300596600129294,0.7504082018760547,74,4
57,Etisalat,0.5318974507210786,0.16929276932621773,30,5
61,Airtel,0.7571489115032624,0.2219912756918414,75,2
57,Etisalat,0.8681114181373463,0.33125914626565556,91,4
100,Airtel,0.2798988537832865,0.7613387835851859,64,4
50,Glo,0.9254770521889174,0.2514000275988234,75,5
51,Glo,0.2364636472565007,0.36737440006439925,46,1
33,Etisalat,0.6071814183108656,0.2792787700725753,23,1
79,MTN,0.10091914025482407,0.7684648953290777,26,3
73,Etisalat,0.10373467591668539,0.6580731282217764,52,3
35,Etisalat,0.1354011777445422,0.9575669430021577,5,4
55,Airtel,0.25502201710171823,0.2568576322572028,9,1
90,MTN,0.5341082670292393,0.0021413270917031157,40,4
81,Etisalat,0.05183964510295114,0.5922390997748265,92,5
80,Glo,0.15247257452721397,0.11515998578764419,86,5
92,Glo,0.43333542408763204,0.8196288591067619,29,5
66,Glo,0.9341829751845249,0.5061154805525809,85,3
20,Etisalat,0.6172305451195671,0.9653976054511131,3,4
10,Etisalat,0.22342747623314074,0.5836491838255022,78,5
72,MTN,0.03937923808404986,0.824665096833229,32,3
65,Glo,0.4325426088256812,0.546551955859757,46,2
41,Airtel,0.808341354497682,0.4047639300379787,38,1
2,MTN,0.5318824952598108,0.7775648464356497,62,2
2,Glo,0.9160468470005838,0.28612022869651543,75,2
92,MTN,0.5301686897302984,0.24662825029910174,21,3
12,Glo,0.8444273466430098,0.756077803244739,36,5
77,MTN,0.6093203352770945,0.6610255531956433,80,3
67,Airtel,0.049111222153482736,0.7737674179474332,71,4
13,MTN,0.3227383802387408,0.5812740286611539,43,5
45,Glo,0.3238039069374843,0.8022636404654755,52,4
52,Airtel,0.9462353016393649,0.9985104506605987,62,4
7,Glo,0.1855589486973962,0.8184884867358106,2,3
65,Airtel,0.5335734226394111,0.8860042114937878,89,4
87,MTN,0.17475302214242938,0.22843080551294614,36,2
36,Glo,0.25278567087675374,0.9782358325822661,7,2
70,Airtel,0.20702854227744105,0.9530891694041235,89,1
65,Etisalat,0.6494196110586067,0.9875263859772208,20,3
52,Etisalat,0.5845466895321249,0.4715184976130422,25,4
85,MTN,0.7329017637174092,0.724464714284362,81,3
86,Airtel,0.3137307497698445,0.2937062766533156,8,5
90,Airtel,0.016779198730055844,0.5880864737355743,59,3
69,MTN,0.8232368336189843,0.58073103887718,4,2
95,Glo,0.7684501226257537,0.7265394570758076,39,2
3,Airtel,0.7107056269631838,0.23523680253785828,64,2
15,Glo,0.2674346344650317,0.4199662378824902,1,5
12,Glo,0.5841991975104222,0.1396913676846362,93,1
44,MTN,0.527625504908599,0.2684351661087856,52,1
94,Glo,0.6294256242341204,0.4906169404393491,89,5
100,MTN,0.16537465120703398,0.8423787213851127,37,5
14,MTN,0.24356376303992533,0.7936825061590023,25,2
8,Glo,0.4801802541378224,0.1929826543171288,22,5
100,Glo,0.5584843901231796,0.021093589945822444,1,1
64,Airtel,0.7309996820824451,0.6253981442473594,75,5
58,Etisalat,0.43185448972263507,0.42562912731040914,19,5
84,Glo,0.4175436753710824,0.0230372979720459,40,5
58,Glo,0.11935369155561981,0.2785011170754148,94,5
97,Airtel,0.9995751720716989,0.5078683544397846,35,4
52,Glo,0.8848487056203063,0.09268257755550957,100,4
28,Glo,0.34835419029716597,0.9285860363111423,75,3
35,Airtel,0.5456039997914139,0.8768055427563028,43,1
40,Etisalat,0.05318136117879635,0.2250561061719154,94,1
88,MTN,0.347474007662122,0.8433261425440454,10,4
44,MTN,0.1506338207401885,0.2570998776539348,36,1
71,Etisalat,0.7990037955615786,0.9715969776288735,74,4
30,Etisalat,0.12584739843208392,0.21770110354713101,21,1
53,Etisalat,0.8717803654086186,0.6871345235240319,24,3
96,MTN,0.3595909673278669,0.778866435119743,95,4
91,Etisalat,0.1016906875225364,0.7056665557534494,50,3
96,Airtel,0.5464631561541027,0.5599798315132275,89,5
31,Etisalat,0.7358628214819172,0.8469454462571507,34,4
84,Glo,0.11691355295894912,0.19321285096840213,77,2
57,Airtel,0.7540412541412898,0.08440695776627616,96,1
61,Etisalat,0.26341253060306946,0.5017301708991243,7,3
51,Glo,0.6578282905053033,0.509031764704709,87,5
62,Etisalat,0.1566472924979987,0.35745133957030484,90,3
49,Glo,0.28228230844289925,0.007245125397872143,61,4
61,Etisalat,0.25041972484832065,0.01598502121338785,44,2
11,Etisalat,0.4370145057421524,0.34846134334038237,89,1
31,MTN,0.75457199691827,0.05673188536087015,68,4
18,Airtel,0.6462896199638847,0.14483685649806222,20,4
4,Glo,0.8613526721617009,0.9797414067169908,4,1
40,Etisalat,0.004086284260279682,0.8771856208059878,93,5
66,Airtel,0.2220731039104008,0.5738806345183891,90,1
70,Airtel,0.8346663790509731,0.840964531600567,74,4
37,Etisalat,0.7197477147859841,0.9482371413674954,91,3
62,MTN,0.25764482518483034,0.21874407581741973,1,4
22,Glo,0.2820128042965093,0.6429785275272697,3,1
47,Glo,0.16671616484403784,0.5067965747704661,17,3
56,Etisalat,0.3336005578389778,0.978181589852554,46,3
29,Airtel,0.9016270224357753,0.7981522557319546,10,5
3,Glo,0.8812499010673689,0.39675700499694755,7,4
71,Airtel,0.9328919166338765,0.649307524493262,100,5
62,Etisalat,0.4964363284423148,0.059289547132063025,3,5
38,Airtel,0.606084253855624,0.34095617252476706,54,5
14,MTN,0.5898963225708007,0.13492244602383463,24,2
88,Glo,0.21937233039865012,0.20304724462805812,80,3
88,Etisalat,0.3367940345960776,0.4560902476046883,4,5
18,Etisalat,0.9310982709267238,0.2139908828398528,9,2
89,Airtel,0.6336074421995732,0.3591620071228211,70,4
59,Airtel,0.15414200121099297,0.03427321173550901,21,1
35,MTN,0.22223715262378874,0.6874855045066864,79,2
83,Etisalat,0.4565673862364258,0.6362430782919927,95,5
30,Glo,0.7610378687853006,0.6219528763736265,67,2
73,Glo,0.586392623229266,0.6386066461523375,9,5
49,MTN,0.963148674491516,0.06998051833501628,26,2
34,Airtel,0.9322093318128744,0.20830219608872524,93,5
6,Etisalat,0.5309705786676008,0.392328966999848,92,1
71,MTN,0.6216570299074562,0.6391846947991353,77,2
12,MTN,0.9920871564065783,0.9942985418556487,83,3
58,MTN,0.8184541035604695,0.9474857333684057,46,3
47,Etisalat,0.9449981341640379,0.43941228565832335,70,2
78,Etisalat,0.3138183650129911,0.07850082617704723,78,4
83,Glo,0.05848004218991476,0.3156467526217869,72,1
85,Etisalat,0.49417592625789264,0.20853483372065795,58,5
41,Etisalat,0.37752391396609497,0.538437640587186,1,3
12,Etisalat,0.47382734416744854,0.964801868441493,42,5
42,Etisalat,0.4459381144080933,0.33743738163471204,6,2
54,MTN,0.7374093329317856,0.6061931574660295,83,5
91,Etisalat,0.10565732860146515,0.6343733823018712,22,2
58,Glo,0.48875617052567955,0.548032132614722,58,5
49,Etisalat,0.651626557792398,0.3780109906395288,61,3
34,Etisalat,0.44058192293636655,0.8922140501021661,24,4
28,Airtel,0.34139987920856807,0.7198126958470031,10,4
26,Etisalat,0.6764345019263691,0.8300692954482204,92,3
47,Airtel,0.5305046913199277,0.1510420585647153,85,4
68,Airtel,0.9263115805305915,0.006569435321188477,71,3
79,MTN,0.005170422902158522,0.5813170448603949,49,3
38,Glo,0.5727357796203701,0.9491513735199458,75,2
87,Airtel,0.8125326280842461,0.34528009638035706,71,4
64,Airtel,0.926226463800506,0.622899029635981,8,1
92,Airtel,0.019963405244035948,0.9586666789216932,1,5
100,MTN,0.4405909007954957,0.12293400632272122,16,2
80,Glo,0.8148838408072703,0.8576711377845468,68,5
32,Glo,0.2747246457225443,0.627610261352836,92,5
56,Etisalat,0.5736027932948672,0.9771811329091967,90,1
42,Airtel,0.4969546736359183,0.4922519879574242,93,2
51,Glo,0.049280669355474704,0.12859774118019407,38,1
99,Airtel,0.6567252728236324,0.9981608569734113,73,5
18,MTN,0.9635115726820845,0.8760507899912288,52,3
37,Etisalat,0.06845478015678919,0.8923166122065557,7,4
37,MTN,0.4060070522661048,0.670278116431866,4,1
18,Etisalat,0.02504200930582212,0.36519725554825255,25,5
47,MTN,0.06117163976142426,0.9831507151900833,90,2
24,Airtel,0.9421280664733083,0.11156338985439718,70,2
21,MTN,0.4060773281143736,0.5943410717878794,6,1
23,Airtel,0.20085576550497963,0.8122925007287458,34,5
68,Airtel,0.007466627326013109,0.4415930503448525,81,3
33,MTN,0.32031675364368295,0.9844649639415495,77,4
79,MTN,0.6771775915110307,0.1486148703896929,49,1
45,Airtel,0.187536652379794,0.6650586659935348,12,5
90,MTN,0.4643299751371204,0.1632814026679157,2,3
40,Airtel,0.07827073774352777,0.5409675686977014,55,4
74,MTN,0.448306938940605,0.21551310001945667,95,4
99,Glo,0.9799468622376781,0.7565944924627703,94,2
4,Glo,0.5531167802485336,0.16891777651333784,11,4
64,Etisalat,0.9767010668523276,0.08430982904044215,84,4
76,MTN,0.4720706353176506,0.5998913036964477,56,1
22,Airtel,0.01024750719338019,0.8759278214669941,61,1
97,MTN,0.29111882829572666,0.3246374271795476,9,5
99,MTN,0.09130237181562928,0.3161662850558028,32,1
44,MTN,0.978312562832347,0.023127843880368815,15,2
99,Etisalat,0.9044576019697581,0.5215996073662106,69,3
41,Glo,0.043127780504869984,0.6473413921703595,53,2
92,Etisalat,0.7086629786927298,0.9370241341873786,61,3
1,Etisalat,0.694169151917976,0.11050877236797207,24,1
46,Glo,0.5787904111412185,0.490229954608539,31,1
75,Glo,0.7336554229668061,0.6931120712554979,77,3
35,Etisalat,0.5850104631359166,0.8210084321208211,53,5
97,MTN,0.11539793858792369,0.3855737431558337,18,2
65,Airtel,0.054506049399852374,0.6075805100040724,50,4
96,MTN,0.5401799656338763,0.7180619724109825,81,2
10,Glo,0.8083896846904213,0.39803434162712437,94,4
96,MTN,0.8011385316171071,0.5612428923381583,2,3
39,Etisalat,0.4700922339884248,0.6075541055559083,59,3
100,Airtel,0.6723948457592575,0.3522999107975624,43,5
60,MTN,0.8120057430908931,0.7426585109722803,95,4
11,Glo,0.9329924909104242,0.9219466491288083,8,3
99,MTN,0.869323726508532,0.6517975181452513,88,1
26,MTN,0.7686565997440418,0.7899101069216107,27,5
22,Etisalat,0.35808112945234905,0.9531690118612457,34,3
95,MTN,0.7368735350358069,0.5504809542744447,28,2
97,MTN,0.1356685046640207,0.4856586240489008,87,1
39,MTN,0.019425304304259705,0.16706794619432763,4,5
56,Glo,0.3486486594310282,0.9964311499115615,5,3
37,Glo,0.5825536637288189,0.779453223418362,6,1
88,Airtel,0.9835852901181019,0.787337056247713,19,5
100,MTN,0.4259464972866115,0.8583361754288908,8,1
9,Airtel,0.7487651207133338,0.1043452627818886,51,4
8,Glo,0.35424167502471504,0.3322340470527956,1,3
56,Airtel,0.19596275628878046,0.9538888595162985,44,3
57,Airtel,0.2909289326289175,0.07864942384948315,9,2
81,MTN,0.6417128383362766,0.3438759301455967,96,2
4,Etisalat,0.8286354799527977,0.6965435737817329,68,2
45,Airtel,0.9080447686271602,0.3336147095878065,22,2
58,Airtel,0.24756909473793187,0.18918289607028238,94,4
41,MTN,0.47353059071047676,0.7454985440443436,2,4
53,Etisalat,0.7948387114861304,0.27072755426838435,70,1
81,Airtel,0.8092224232784971,0.2048669136399076,64,1
60,MTN,0.34173687923354445,0.2127553014290252,68,5
71,Etisalat,0.4377733633693439,0.11412115394191225,69,5
44,Etisalat,0.1411639531798261,0.3419531364040952,2,4
12,Etisalat,0.7828967544959422,0.0888833141215547,40,5
78,Airtel,0.24934290871293374,0.3993279047625452,5,3
61,Glo,0.6898771099328286,0.19322593233123575,77,1
72,Airtel,0.5057707542748406,0.29750601225592377,2,1
9,Etisalat,0.10724914392018814,0.9612754886892152,66,2
32,MTN,0.1398048944373692,0.027496934951310337,89,5
98,Glo,0.08518236325037065,0.03246288417775034,55,3
5,MTN,0.4828762017981786,0.4423795763635262,11,2
22,MTN,0.7368099727052908,0.38390248810105165,24,5
51,Etisalat,0.409836733156686,0.743080852233996,48,4
79,Etisalat,0.8792242330968384,0.9659781478652277,31,3
34,MTN,0.32144512854407914,0.25948274304013164,88,4
29,Etisalat,0.10160510059193684,0.8684358554240436,59,3
75,Etisalat,0.7165547899004798,0.7171034913316108,56,3
87,Glo,0.05699921862290891,0.8799572918419923,60,4
57,MTN,0.906420702833564,0.7477967003806194,91,1
6,Airtel,0.5541843645057031,0.16775138273119583,55,3
90,MTN,0.35959782840517673,0.3858841512714315,97,4
37,MTN,0.1125069857033163,0.22071641609659753,16,1
19,Etisalat,0.06996265124355372,0.8786163061742397,29,4
89,Etisalat,0.7688590209274441,0.2636316951632697,29,2
28,MTN,0.8171381648084367,0.27725708854131115,49,4
66,Airtel,0.9674336689629205,0.05926794441939298,12,4
47,Etisalat,0.45851107272522895,0.940251083895056,87,3
20,Airtel,0.3644559293382108,0.989573940831435,76,1
3,Glo,0.2646746078301906,0.312076288680989,39,1
