OutageID,Date,ServiceType,ServiceProvider,OutageType,Duration,AffectedAreas,Description
7525,2022-04-06,Telecom,Airtel,Network,3.943301349875072,Brookston,Article word past my world better argue cultural.
8217,2023-09-18,Pay TV,Airtel,Service,10.306908936157974,Amyland,Meeting very candidate heavy according produce church.
2202,2022-07-08,Telecom,Etisalat,Downtime,22.524097614934323,South Miguel,Bag measure answer television painting almost.
9997,2022-03-10,Pay TV,Airtel,Downtime,5.813510617521377,Victorside,White authority hotel realize.
3318,2023-03-07,Pay TV,Glo,Downtime,18.7627108519284,North Valerieberg,Agree mother man by.
6514,2022-12-21,Telecom,Glo,Network,19.44469869220001,West Scottport,I sound plan recent.
7470,2023-08-09,Telecom,Airtel,Network,15.211890911283081,Stevenmouth,Argue religious throughout top push sing.
1965,2022-09-15,Telecom,Etisalat,Service,15.018970920855487,South Jackiehaven,Music defense employee include democratic fall safe.
6901,2023-05-15,Telecom,MTN,Network,14.180686301544396,New Valerie,Truth say team data.
9718,2023-05-24,Telecom,Etisalat,Service,18.4348991078116,Hebertfort,Present behind rather find lose.
8386,2021-12-18,Pay TV,Glo,Network,22.589323426748983,Perkinsville,Very best entire party painting.
1250,2023-06-12,Pay TV,Glo,Network,13.368767785299807,Kimchester,Case realize see newspaper.
6075,2022-10-11,Pay TV,Airtel,Service,22.024266433081852,North James,Place marriage camera.
4521,2021-10-10,Telecom,MTN,Network,9.85852652155941,Higginston,Continue he my good song southern together.
2149,2022-01-30,Pay TV,MTN,Downtime,17.946101741550105,Rangelbury,Could director fund tonight meet practice.
2773,2021-10-03,Pay TV,MTN,Network,12.986113756920899,East Matthew,Star begin meeting realize beautiful change.
550,2023-04-10,Pay TV,MTN,Service,6.249270652312335,Laurenview,Number economy relate.
6096,2022-06-17,Telecom,Airtel,Service,14.105818290075996,West Kathleenfort,Activity could type.
4322,2023-09-11,Pay TV,Etisalat,Downtime,16.714623188056013,Andrealand,Shake suffer always body economy his.
7019,2022-07-11,Pay TV,Glo,Network,1.760084419847772,Wrightfort,Easy building travel control stock.
1766,2022-08-15,Telecom,Etisalat,Service,9.249758468339005,Port Jasminemouth,Energy new lawyer food affect religious wrong.
4606,2023-02-27,Pay TV,MTN,Downtime,20.78389375679911,Longview,Push design office since create pick.
6950,2023-01-19,Telecom,MTN,Service,3.3200247997230954,North Lauren,Religious goal body also difference determine.
1162,2023-06-12,Telecom,MTN,Network,21.21300581558217,Fletchershire,Age large citizen direction response.
4882,2021-09-27,Pay TV,Etisalat,Network,1.7528969963474779,Lake Laurieshire,Force peace model opportunity agency glass.
9165,2023-01-04,Pay TV,MTN,Service,13.526482142077002,New Micheal,Rather measure poor same culture.
2127,2022-05-14,Pay TV,Glo,Service,3.495354582135603,Kristaport,Worker suggest military.
3375,2022-10-25,Telecom,MTN,Downtime,12.86964498795272,West Michael,Difference specific hour either brother someone let.
296,2022-03-08,Pay TV,Airtel,Network,20.45069110893923,New Jason,Again within century.
7008,2022-10-14,Pay TV,Glo,Downtime,0.8101607464876684,Lake Randy,Ask sort however maintain song.
3816,2022-11-25,Telecom,Etisalat,Service,16.527953686696844,Parkerville,Side magazine recent condition.
4318,2022-05-06,Pay TV,Etisalat,Service,9.223468650188774,Lake Jillshire,Face close opportunity manage beautiful nice.
5279,2021-11-21,Telecom,Airtel,Service,7.947684434638006,Scotthaven,Media total prepare number ground.
9718,2022-08-23,Telecom,MTN,Service,23.906533372702803,Simpsonville,Anything resource eat activity rise employee nature hundred.
568,2023-04-15,Pay TV,Etisalat,Service,23.229124272932783,North Mark,Big recognize course.
2912,2021-10-23,Telecom,Etisalat,Service,19.583384417366286,Mendozaton,Support professional draw explain shoulder.
2504,2023-07-01,Pay TV,MTN,Downtime,6.572632360809059,Lake Alisonmouth,Well blue nearly.
7761,2022-12-11,Pay TV,MTN,Downtime,0.9442789259199306,Williamshaven,City economic author surface set always Mrs.
3137,2023-02-17,Pay TV,Glo,Network,11.363161213666293,Bakerfurt,Question candidate student management.
2946,2023-02-16,Pay TV,Glo,Service,0.8672848223718993,Jorgeland,Economy able sell real should traditional.
7390,2022-06-18,Pay TV,Glo,Service,10.856907350902672,Combston,Piece program practice significant know such ago plant.
2157,2022-06-26,Telecom,MTN,Downtime,13.574234509303128,Lake Maria,Term appear notice back.
6480,2022-06-21,Pay TV,Airtel,Service,18.238248958961982,Hillmouth,Time take security today.
4793,2022-05-18,Pay TV,Glo,Service,21.476718805161614,Hillshire,Question degree another consider authority international.
8364,2022-08-13,Pay TV,Glo,Downtime,7.537576752350724,Gregorychester,Low ready ready she do make.
7349,2022-02-13,Pay TV,Glo,Downtime,3.3652796365855284,Wayneborough,Law try possible western huge.
378,2022-03-16,Telecom,Glo,Network,17.300501071726917,East Eugenechester,Maybe treat issue visit believe become.
2285,2022-05-06,Telecom,Airtel,Service,15.546366199826423,Meyerstown,Case pay him quality.
9365,2022-12-24,Pay TV,MTN,Network,20.805830577293513,Lake Karenfurt,Any bit instead citizen box true wait sense.
8635,2022-08-08,Telecom,MTN,Service,21.020081535089176,Port Danielle,Participant guess measure.
8453,2022-09-17,Telecom,Glo,Service,7.350822542566881,Cooperburgh,Community year deal he follow task career.
9455,2023-07-15,Pay TV,Etisalat,Downtime,9.211147867114171,Nicholasside,Media defense knowledge per develop structure.
7071,2022-08-23,Pay TV,Glo,Service,15.346399454162189,Jasonton,Here Republican operation eight discussion authority.
3093,2023-06-10,Pay TV,Airtel,Downtime,5.010329150604079,Lake Kyle,Former around begin instead total.
5271,2022-11-16,Telecom,MTN,Downtime,4.827536769167664,Jessicaland,A behavior meeting lay help.
8762,2023-07-29,Telecom,Airtel,Downtime,9.848274555188125,West Jamesview,A method point.
9867,2022-09-30,Telecom,Glo,Network,2.6815886465794154,Kimmouth,Use treatment learn computer believe.
7025,2021-11-11,Pay TV,Etisalat,Network,9.289533036244851,Mcmillanfurt,Response learn line wish.
6000,2022-09-21,Pay TV,Etisalat,Network,0.631959408919713,Lake Aaronhaven,Television door ok great seat defense huge.
495,2023-09-09,Telecom,MTN,Service,14.315251250099083,Lake Timothyside,Factor mother usually.
4022,2021-11-03,Pay TV,Airtel,Service,7.722510697629578,Guerraberg,Street indicate there know participant even leg site.
2286,2022-12-06,Telecom,Airtel,Network,18.45765991546763,Latashaville,Occur eight enjoy common light.
1312,2023-08-20,Pay TV,Etisalat,Network,22.980509929348838,Stoneview,New that physical news return.
7445,2023-04-21,Telecom,Etisalat,Service,17.448344417001003,Mirandabury,Hard night play early wear structure.
2740,2022-02-08,Telecom,Etisalat,Network,19.139492482059236,North Kennethmouth,Hit time capital.
4793,2021-11-19,Telecom,MTN,Network,19.913734507748504,Sotoview,Degree away help for change.
3397,2021-11-24,Pay TV,Etisalat,Network,1.6622158772218139,West Kyleland,Southern exactly mouth clearly market.
545,2021-12-11,Telecom,Airtel,Downtime,1.419606253886197,Donaldsonbury,Movie next discussion former can court above trade.
4896,2022-01-10,Pay TV,Glo,Downtime,3.5635172900746426,Lake Destiny,Church truth already son war institution community senior.
9628,2023-06-05,Telecom,MTN,Downtime,22.201738444640586,Brookshaven,Yes middle protect decade action purpose.
6976,2021-10-26,Telecom,Etisalat,Downtime,3.10267708327796,North Randyside,Else among focus drug.
2742,2022-04-05,Telecom,Glo,Service,1.2532435738488552,New Brandy,Stage add thank seem.
5733,2022-03-08,Pay TV,Etisalat,Network,6.6938567847030175,Flemingstad,Relationship information use get write.
6077,2023-07-31,Telecom,Etisalat,Downtime,22.42441855280503,Adrianshire,Drug expect north operation five suffer special.
3138,2022-11-21,Pay TV,Etisalat,Network,17.09415684082835,North Aaron,Few close study experience herself responsibility end.
3900,2023-07-23,Telecom,Etisalat,Network,2.9071581791559025,East Mary,Throw hit add give worker quality score.
4280,2022-05-26,Pay TV,Airtel,Downtime,16.35463749033601,Curtisborough,Practice nation fact mouth boy officer.
5632,2021-09-27,Pay TV,Etisalat,Downtime,8.261606405776265,West Jamesberg,Wait ok south interview college somebody address which.
4187,2023-04-04,Pay TV,Glo,Network,22.331340356007768,East Paul,Speech pretty television future city.
9365,2023-05-16,Telecom,Etisalat,Downtime,5.363802056556469,West Nicholas,Seek high method treat must speech.
2112,2022-10-29,Telecom,MTN,Downtime,21.077652877361636,Rodriguezhaven,However myself star public.
9349,2023-06-06,Telecom,Etisalat,Service,9.458544586534082,New Jenniferton,Ok foreign degree spring.
2115,2022-12-10,Pay TV,Airtel,Downtime,4.469659253368406,Shawnland,Job above game job wonder must.
4652,2023-03-02,Pay TV,Airtel,Downtime,21.82849466126166,Lake Jamesside,Radio effect each front thought.
5454,2021-10-19,Pay TV,MTN,Downtime,5.07318563625857,Lopezberg,Forward necessary painting together bar practice history.
6597,2021-10-11,Pay TV,MTN,Downtime,17.680371409728732,Lisastad,Bill alone manager officer give.
3460,2022-10-28,Pay TV,MTN,Service,13.699884788631556,Port Matthewfort,Run leave base along other.
9872,2022-05-11,Telecom,Airtel,Service,14.767775896317492,Lake Ronald,Level case expert study hour country friend.
3429,2022-03-14,Pay TV,Airtel,Downtime,10.303477939496288,Robertburgh,Leg really figure.
9948,2022-10-20,Pay TV,MTN,Network,20.555381655863705,Matthewport,Amount scene full.
8988,2022-11-01,Pay TV,Airtel,Service,3.6489863037096684,Walkerberg,Measure I bring decade item.
5123,2022-11-09,Pay TV,Airtel,Downtime,21.604669131451175,Porterhaven,Item skin black the poor matter market.
859,2023-07-10,Pay TV,Airtel,Network,0.4703722623576404,Kimchester,Everybody strong course mean.
5053,2022-11-18,Pay TV,MTN,Service,19.40314571319283,Lake Angel,Letter business find sport quality.
6266,2021-09-22,Pay TV,MTN,Network,22.34818534266518,Elliotttown,Time tree war whole arrive believe police provide.
7122,2022-07-26,Telecom,Etisalat,Service,17.1455580383383,West Gregoryton,Company send eight name star which should.
1519,2022-11-08,Pay TV,Glo,Service,3.8830179210794746,West Brian,Everybody right chance cost rule east during.
8447,2023-04-27,Pay TV,Glo,Downtime,2.855873219863733,Briannaside,More court most only believe song.
7765,2023-07-24,Pay TV,MTN,Network,20.804380878846132,Paulaton,Rather forget begin treatment development.
6227,2023-06-11,Pay TV,MTN,Downtime,13.450193200992526,West Keith,Magazine hard measure but major reach.
7529,2023-01-12,Pay TV,Etisalat,Downtime,10.757148745060706,Lake Amanda,Father eight music recently gun.
5447,2022-12-13,Telecom,MTN,Service,5.2597459148822505,New Lisa,Sometimes skin run late wind blood.
1095,2023-05-02,Telecom,MTN,Downtime,16.302961653448982,Caldwellville,Where impact safe break return.
6080,2023-06-15,Pay TV,Airtel,Downtime,18.62528128959981,South Ryanfort,For wall interview shake know.
747,2022-12-08,Pay TV,Etisalat,Downtime,8.490350684095443,Georgeview,Child war out pull.
1085,2023-08-01,Pay TV,Etisalat,Network,2.801542838798103,Port Michellefort,Night because each agent.
7363,2022-04-19,Telecom,Etisalat,Service,16.702834641921157,West Heather,Task field television artist art before.
7655,2023-09-15,Telecom,Glo,Downtime,18.80387439292645,West Danielhaven,Beat yet among might animal.
8750,2023-04-14,Telecom,Airtel,Network,1.4165429417142836,South Brittanyfurt,Quality perhaps PM between find guy wall.
7267,2022-11-26,Telecom,Glo,Downtime,7.105412536432106,Jefftown,Memory light enough move want production forward.
5758,2022-09-12,Pay TV,Glo,Downtime,21.16501728187154,South Angelaland,Billion pressure state probably heavy finally close act.
192,2023-04-29,Pay TV,Etisalat,Network,9.559549076668638,North Lindaberg,Customer bank themselves.
7071,2023-09-19,Pay TV,Glo,Service,19.223012569100348,Matthewmouth,Do team candidate create political the front.
3222,2023-04-29,Telecom,MTN,Service,2.5460801431601823,Maxwellburgh,Suffer first tell into several between meet.
5917,2022-04-18,Pay TV,Etisalat,Service,18.657655473232044,Port Melinda,Also decide box behavior effort result.
2340,2023-07-30,Telecom,Etisalat,Downtime,19.622734456829715,Wilsonshire,Against method little say take run.
5738,2022-08-26,Pay TV,Glo,Network,20.082104189979724,East Christinaton,Establish agency very mean management world.
6051,2023-08-18,Telecom,Glo,Service,17.11548131915369,West Stevenberg,Soldier learn middle according word science.
2987,2021-10-21,Pay TV,Airtel,Network,23.878342425184467,West Andrew,Ready first could discussion among.
4439,2022-04-07,Pay TV,Etisalat,Downtime,1.1898139213112338,New Cindyport,Let international sit both road discussion.
6528,2022-10-05,Telecom,Glo,Network,9.180615112153271,North Brittanytown,Full result practice catch.
4355,2023-06-15,Telecom,MTN,Downtime,5.308346384069022,Victoriahaven,With game visit anyone.
8831,2023-07-22,Pay TV,Glo,Downtime,19.186457909172123,South Kimberlyshire,Teach decision opportunity head film rock mind.
3975,2022-10-16,Telecom,MTN,Network,19.13900586963516,North Jamesburgh,Second movie girl old itself record.
2166,2022-06-29,Telecom,Airtel,Network,2.811018773216796,Rodgersside,Boy by offer notice use product parent home.
192,2021-10-29,Telecom,Airtel,Downtime,10.860324117567673,Greenstad,Floor single out.
703,2022-05-19,Telecom,Etisalat,Network,3.4678847469664187,Tanyabury,Tonight everything machine work but once behavior.
9531,2023-05-02,Pay TV,Glo,Service,22.825434453817902,Paulbury,Reflect statement seem owner quickly structure success plan.
4183,2023-06-26,Pay TV,MTN,Service,16.32385877119498,North Dustinhaven,Benefit court pressure suffer fact use bank.
2181,2022-07-20,Telecom,Airtel,Network,7.662076445359603,North Lindashire,Themselves measure as thank performance.
9625,2023-08-07,Pay TV,Etisalat,Service,14.73866838811602,East Janetview,Even happen country director.
715,2022-11-05,Pay TV,Glo,Downtime,23.764624269542363,Port Michael,Piece change I west find fire.
9376,2023-07-12,Telecom,Airtel,Downtime,3.533541385792525,Amandachester,Trip throughout teach yourself picture at interesting.
1702,2021-12-07,Telecom,Airtel,Downtime,0.6524514894776756,Sheppardshire,Near project value.
2380,2023-04-03,Telecom,MTN,Service,23.785731116535665,North Haleymouth,Learn operation have majority white chair.
9160,2022-05-06,Pay TV,Airtel,Service,10.181888954105222,Robertside,Respond market practice fly particular value product.
7411,2022-05-04,Telecom,Glo,Service,23.37983207981414,East Aaronfurt,Spend part four rest employee discussion.
8253,2022-02-25,Pay TV,Airtel,Network,18.44622518522226,East Charles,Network chair professional political body hospital value.
5408,2022-12-12,Pay TV,MTN,Downtime,17.56714599962366,New Josephshire,Poor mean particularly race fear southern.
8604,2022-05-11,Telecom,Glo,Downtime,9.237694439528811,Port Michaelfort,None white century commercial decade forget whom.
9843,2022-07-31,Telecom,Etisalat,Service,4.641110877520362,Juliafort,Structure give share evidence after will various.
2092,2021-10-31,Telecom,MTN,Service,18.236780499915042,East Jesse,Fire through say sign.
3227,2021-12-04,Pay TV,Airtel,Downtime,23.584151217372614,Millerborough,Administration everyone effect food.
3985,2023-08-25,Telecom,Etisalat,Downtime,10.489924061778119,Danburgh,With month employee official.
9408,2021-12-07,Telecom,MTN,Service,2.876889115371214,Jasmineview,Reveal where official.
778,2022-05-19,Telecom,Etisalat,Downtime,18.987723009057596,New Robertland,With official radio model court.
6948,2023-02-20,Telecom,MTN,Service,12.616745073385982,Traciefurt,During market sometimes final.
8135,2023-04-28,Telecom,MTN,Service,3.323352348690843,North Peter,Scientist girl nice north.
8599,2022-02-08,Telecom,Etisalat,Downtime,11.729716747138767,Whiteborough,Piece industry even whose series surface fact.
8405,2023-07-15,Pay TV,Etisalat,Network,13.781568109601839,South Kellyville,Teach point perform poor.
1003,2022-05-26,Telecom,Airtel,Downtime,19.564347528409083,Howellborough,Past house effect popular baby however.
2088,2023-02-26,Telecom,MTN,Downtime,9.307068876419155,Lake Michael,Different civil the some such prevent.
6400,2023-02-15,Telecom,Etisalat,Service,15.055130859567319,Grantville,Article employee rock address college compare director.
7109,2021-09-23,Pay TV,MTN,Downtime,5.855797429561513,Port Teresa,Push I plan pick site kind special.
1275,2023-05-02,Telecom,Etisalat,Network,2.1800801705353,Port Joshuastad,Discuss stuff billion wife.
1184,2022-07-11,Pay TV,Glo,Network,8.967896775116193,Thomasview,As far pull check month ask reach.
7394,2022-11-15,Pay TV,Glo,Network,18.830530146400463,East Hannah,Tend wish too ten media area information.
5281,2023-05-12,Pay TV,Glo,Downtime,10.931797692304759,Lake Jamesbury,Prevent glass threat car bring.
6467,2021-10-07,Pay TV,Etisalat,Network,19.56015504942813,Brendaside,Up laugh fish.
7982,2022-07-11,Telecom,Airtel,Downtime,17.93650237475721,Michaelton,Several shake necessary cost wish reveal each behavior.
4787,2022-04-07,Pay TV,Etisalat,Downtime,2.126799613374415,West Terri,Dream information soon information.
1260,2023-07-17,Telecom,Etisalat,Service,19.112141892275233,Port Troytown,Building finish especially fine.
944,2023-06-09,Telecom,Etisalat,Network,23.00732660319617,Harrisview,Listen loss against their know product must already.
6974,2022-11-22,Pay TV,MTN,Service,1.98349097698027,Williamsfort,Peace provide among buy.
4115,2022-07-26,Telecom,Airtel,Network,8.026899298968413,Jenniferhaven,Mr themselves parent pass its particular value daughter.
9368,2022-06-16,Pay TV,Etisalat,Network,11.926649399411978,Walkerbury,Expect to television.
2671,2022-11-01,Pay TV,MTN,Network,16.137515928009954,Lake Kristinton,Certain coach learn score.
6822,2023-09-18,Pay TV,Etisalat,Network,2.715145397561137,Coxberg,Money reality top artist.
3413,2023-07-02,Pay TV,Airtel,Service,7.963890562141496,West Edwardhaven,Employee maintain great detail.
7961,2022-08-07,Pay TV,Airtel,Downtime,2.56086310885227,Davidburgh,Information almost ok evening.
9769,2023-09-18,Telecom,Airtel,Downtime,9.40424248392085,Silvabury,Nor source treat case.
1357,2023-03-31,Pay TV,Airtel,Service,23.615315580266564,East Maryview,Chair majority check moment general painting life floor.
6207,2022-05-25,Telecom,Etisalat,Network,12.949661603498933,Courtneychester,Road free sure life morning course read baby.
7277,2023-01-25,Telecom,Etisalat,Network,9.238837437266584,Contrerasshire,All star avoid talk position feeling.
4340,2023-03-25,Telecom,Airtel,Downtime,23.790476527585724,East Matthewport,Technology weight wish.
5483,2021-12-27,Telecom,Glo,Service,4.900557478612704,East Amandaberg,No clearly add key member.
1917,2021-12-21,Pay TV,Etisalat,Downtime,23.36173790275046,Paulburgh,Audience nice natural style.
8326,2022-02-13,Pay TV,Etisalat,Network,16.500674091753538,South Jessica,Market option animal local.
6326,2023-05-22,Pay TV,MTN,Service,4.753044961557812,Port Garychester,Sport nor discover the.
1089,2021-11-09,Telecom,MTN,Downtime,12.028821268766537,Danielmouth,Seat result she hospital.
8820,2023-02-23,Telecom,Glo,Downtime,14.281615492642997,North Craigstad,Dinner share full look opportunity modern high.
8979,2023-04-10,Telecom,MTN,Network,13.017073357504406,North Nicholas,Five give success little coach future thus.
1169,2021-11-15,Telecom,MTN,Downtime,10.765306245811548,Josephstad,Who sure pay would art.
9206,2022-10-26,Pay TV,Airtel,Network,8.822635558921942,Jonesland,Such establish help fine.
2141,2023-01-15,Telecom,Glo,Network,22.34902410224852,West Christineburgh,American generation suggest.
1295,2023-08-26,Telecom,Etisalat,Service,9.653650401037197,South Dakota,Course room administration remember.
4975,2022-02-17,Pay TV,Glo,Downtime,20.38959218629863,Port Barry,Two future night skill.
8593,2022-02-02,Telecom,Glo,Network,12.71756488805918,North Steve,Art fast growth seven like down decade career.
9201,2022-03-16,Pay TV,Airtel,Network,6.135846249284097,South Charles,Series short campaign I.
6444,2022-11-24,Telecom,Etisalat,Downtime,5.285589952364171,Blakeshire,Parent service choose morning wear total tend school.
3840,2022-09-14,Telecom,Airtel,Network,10.200628140052533,Mercerton,Again hot with door management.
9458,2023-03-12,Telecom,Airtel,Service,5.689659541263248,Lake Leslie,Play produce it create feeling player.
5659,2022-08-17,Pay TV,MTN,Downtime,9.833918600043955,North Shawn,Operation something future before week wide huge stage.
4550,2022-04-25,Pay TV,Etisalat,Service,16.37921440376958,Justinview,Identify break later high ready animal water.
2518,2021-09-23,Pay TV,MTN,Network,5.1128657144656735,Alexland,Performance tree something some be arm raise author.
7047,2022-08-23,Pay TV,Etisalat,Service,23.712459216062783,Theresamouth,Human red back most.
823,2023-04-06,Pay TV,Airtel,Network,2.929266127364633,Christopherstad,Study wide smile the baby see.
6047,2023-06-28,Telecom,Glo,Service,3.446272709308745,South Cindyburgh,Baby professional rich international make artist move.
1703,2022-09-21,Telecom,MTN,Service,14.79815474436565,New Coreyside,Sense notice loss affect.
8749,2022-10-03,Pay TV,Glo,Downtime,1.8423368818952306,Maxwellbury,Travel table side factor picture bring admit.
7003,2022-09-10,Telecom,Glo,Network,13.829118730047453,North Kevinhaven,Ok work themselves picture carry not.
4488,2023-02-09,Telecom,MTN,Service,15.642275582915193,Gambleton,Outside he speak issue different.
8540,2023-06-02,Telecom,Etisalat,Network,11.577924095419663,Coxbury,Particularly hear development body.
1551,2022-09-24,Telecom,Glo,Service,9.679255081799656,Port Ryanburgh,Two green factor property.
693,2023-09-20,Pay TV,Airtel,Network,7.2737355703609285,Emilyside,Seven treat stage task meet recognize water.
8765,2023-04-13,Telecom,Etisalat,Downtime,4.150934242807416,Tylerstad,Page experience consumer beautiful central lawyer.
9302,2022-03-14,Pay TV,MTN,Network,3.5028093602637163,Cainfurt,Argue start reduce our power.
3917,2022-06-26,Pay TV,MTN,Service,11.702094739749425,Padillatown,Might kid family always school significant.
9586,2021-09-29,Pay TV,MTN,Downtime,5.671999012795377,Colleenton,Best approach type lawyer.
2531,2023-02-09,Telecom,MTN,Service,12.743854554649463,New Susanberg,Gas after natural season here involve.
8494,2021-10-27,Pay TV,Airtel,Network,6.4432352562250035,South Ericshire,Leave boy song whatever physical write.
3016,2022-10-16,Telecom,Airtel,Network,4.582692371262025,South Kathryn,Learn just various act that they address.
9091,2023-08-17,Pay TV,Glo,Downtime,22.435868283849803,New Thomas,Quite size reach meet somebody.
9092,2022-09-26,Pay TV,Glo,Downtime,17.98819260134237,Jordanstad,Heavy vote building fact think until energy.
3253,2022-01-29,Pay TV,MTN,Downtime,15.856558018027327,Brettchester,Organization power instead feeling mention raise.
2114,2022-08-04,Pay TV,Glo,Network,2.34992997256241,Schultzburgh,Certain other test hundred provide age.
3553,2023-04-24,Telecom,Glo,Network,13.61437935564846,Lyonstown,Door arrive total floor to notice choose.
9096,2022-07-10,Telecom,Etisalat,Service,10.384911872611656,Burnsville,Become use attorney campaign unit bit guy.
4594,2023-07-05,Pay TV,MTN,Service,23.18803136911644,Port Paulfort,As address individual determine region easy to.
2656,2022-04-17,Pay TV,Glo,Network,8.180253570685407,Lozanofurt,Pressure agreement against she hit heart despite.
7911,2022-07-18,Telecom,Glo,Network,2.1042686278573837,East Christyfort,Safe hour culture car issue.
2561,2023-03-01,Pay TV,Etisalat,Network,20.618219487902945,Samanthahaven,Risk treatment yard behind center.
9987,2021-11-07,Telecom,Etisalat,Network,9.15179751726399,Jacobfort,Provide unit country cup third industry force.
3739,2022-02-27,Pay TV,MTN,Service,1.5972478723775667,South Brandon,Member most life leave treatment production.
1943,2023-03-31,Telecom,Glo,Downtime,2.628824852490557,Smithport,Need great significant garden establish talk.
9334,2021-11-11,Pay TV,Glo,Service,7.328012742244907,Petersonshire,Water buy purpose add art success.
1181,2022-09-29,Pay TV,MTN,Network,14.65070829631359,Jamesfort,Couple back though perhaps.
8308,2022-09-20,Pay TV,Etisalat,Downtime,9.395224402036762,Melanieton,Expert set surface age shoulder share although.
4612,2023-08-05,Telecom,Glo,Service,9.333194422369782,Dannymouth,Around reach course when.
8672,2021-12-24,Pay TV,MTN,Service,5.957627024806322,Shawnfort,Wall base partner smile start represent.
9283,2023-07-03,Pay TV,Glo,Network,10.22463938858806,Lake Michael,Start enter single impact.
6475,2023-06-02,Telecom,Glo,Service,6.928243153556035,Gardnerton,Writer event buy total.
326,2022-09-08,Pay TV,Etisalat,Service,8.459976245854845,Williamsfort,Most this detail window whether interesting.
8817,2022-05-04,Pay TV,Airtel,Network,6.68652969735352,Saratown,All instead note.
7897,2023-01-26,Pay TV,MTN,Network,21.238124798894884,Josephbury,Order wrong prepare.
9130,2022-04-06,Telecom,Glo,Downtime,3.4816491813376302,New Aaronshire,Smile section not.
9946,2022-06-28,Telecom,Glo,Service,9.98791085914107,Brittanymouth,Could tonight only center.
4376,2022-10-04,Pay TV,MTN,Network,5.722080509980299,Hendersonfurt,Tell authority last talk collection.
4631,2021-11-04,Telecom,Etisalat,Service,17.01984995624612,East Michaelton,Event these language heavy.
2976,2023-07-14,Telecom,MTN,Service,0.4214848833097674,Karenport,One at you others skin street event.
1541,2023-03-18,Telecom,Etisalat,Downtime,23.187464041443544,Rodriguezhaven,Role possible difference what a our growth.
9099,2023-05-23,Telecom,Glo,Downtime,22.186829106186952,Mccallborough,Open set trade those near leg.
3525,2022-07-18,Pay TV,Etisalat,Network,3.8533261620831873,Port Rodney,Against sort hundred.
2321,2022-03-31,Telecom,Glo,Service,8.624133915527565,North Ryanport,These agreement history serious during we person.
